index,timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.className,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML,case_id,new_guess_col,time_diff,TAP,TOK_TAP,TOK_TAP_is_cut,TOK_MPTAP_is_cut,TOK_MPTAP,TAP_is_cut,TAP_discovered_case,next_activity,pair,MPTAP,MPTAP_is_cut,MPTAP_discovered_case
35,2019-10-21 00:12:19.240,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Rauf,,,,,INPUT,text,SingleLine,Albert ,,,,,,,1,False,0.713,0.713,-89.59317883819084,False,False,-87.09257263727244,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
36,2019-10-21 00:12:19.953,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Albert Rauf,,,,,,,1,False,3.142,3.142,-85.79980165706532,False,False,-85.21720967353869,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,3.0
37,2019-10-21 00:12:23.095,vleno,Excel,copyCell,,11/04/1986,StudentRecords.xlsx,Sheet1,C3,,,,,11/04/1986,,,,,,,1,False,2.026,2.026,-85.63663790952536,False,False,-84.43891064082742,False,4.0,paste,copyCell_paste,2.0192824207492794,False,3.0
38,2019-10-21 00:12:25.121,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,11/04/1986,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,1,False,3.789,3.789,-82.66190106147252,False,False,-83.24253467686339,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
39,2019-10-21 00:12:28.910,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,11-04-1986,,,,,,,1,False,3.943,3.943,-81.36122366233035,False,False,-81.55303143946917,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,3.0
40,2019-10-21 00:12:32.853,vleno,Excel,copyCell,,+61 043 512 4834,StudentRecords.xlsx,Sheet1,D3,,,,,+61 043 512 4834,,,,,,,1,False,3.995,3.995,-80.2016443133887,False,False,-80.89369684653688,False,4.0,paste,copyCell_paste,2.0192824207492794,False,3.0
41,2019-10-21 00:12:36.848,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 043 512 4834,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,1,False,5.057,5.057,-78.09991832375053,False,False,-79.78559360343023,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
42,2019-10-21 00:12:41.905,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,043-512-4834,,,,,,,1,False,2.489,2.489,-79.67378786699125,False,False,-78.48720355356461,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,3.0
43,2019-10-21 00:12:44.394,vleno,Excel,copyCell,,arauf@gmail.com,StudentRecords.xlsx,Sheet1,E3,,,,,arauf@gmail.com,,,,,,,1,False,6.014,6.014,-75.15092348765957,False,False,-77.60660350427233,False,4.0,paste,copyCell_paste,2.0192824207492794,False,3.0
44,2019-10-21 00:12:50.408,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,arauf@gmail.com,,,,,INPUT,text,Email,,,,,,,,1,False,0.481,0.481,-79.78634143118896,False,False,-77.04057421812654,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
45,2019-10-21 00:12:50.889,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,arauf@gmail.com,,,,,,,1,False,2.213,2.213,-77.11432002054809,False,False,-75.78595128308169,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,3.0
46,2019-10-21 00:12:53.102,vleno,Excel,copyCell,,Germany,StudentRecords.xlsx,Sheet1,F3,,,,,Germany,,,,,,,1,False,2.482,2.482,-75.95259138260178,False,False,-74.9650735450916,False,4.0,paste,copyCell_paste,2.0192824207492794,False,3.0
47,2019-10-21 00:12:55.584,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Germany,,,,,INPUT,text,SingleLine1,,,,,,,,1,False,0.441,0.441,-77.15122596452078,False,False,-74.58848437281273,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
48,2019-10-21 00:12:56.025,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Germany,,,,,,,1,False,2.059,2.059,-74.69004959560127,False,False,-73.37352339308427,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,3.0
49,2019-10-21 00:12:58.084,vleno,Excel,copyCell,,"99 Beacon Rd, Port Melbourne, VIC 3207, Australia",StudentRecords.xlsx,Sheet1,G3,,,,,"99 Beacon Rd, Port Melbourne, VIC 3207, Australia",,,,,,,1,False,2.037,2.037,-73.90926467087897,False,False,-72.62342916883179,False,4.0,paste,copyCell_paste,2.0192824207492794,False,3.0
50,2019-10-21 00:13:00.121,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"99 Beacon Rd, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,1,False,3.616,3.616,-71.5671940693062,False,False,-72.1929894716415,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
51,2019-10-21 00:13:03.737,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,99 Beacon Rd,,,,,,,1,False,0.327,0.327,-74.12903521083251,False,False,-73.07330924348706,False,4.0,paste,editField_paste,0.959375,False,3.0
52,2019-10-21 00:13:04.064,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"99 Beacon Rd, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_City,,,,,,,,1,False,5.242,5.242,-68.47916209471653,False,False,-70.6050024372866,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
53,2019-10-21 00:13:09.306,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Port Melbourne,,,,,,,1,False,0.855,0.855,-72.19932181062013,False,False,-71.7445161142035,False,4.0,paste,editField_paste,0.959375,False,3.0
54,2019-10-21 00:13:10.161,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"99 Beacon Rd, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_Region,,,,,,,,1,False,6.064,6.064,-66.30310270065004,False,False,-69.07409067912738,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
55,2019-10-21 00:13:16.225,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,1,False,1.015,1.015,-70.73218085738917,False,False,-70.44418353407998,False,4.0,paste,editField_paste,0.959375,False,3.0
56,2019-10-21 00:13:17.240,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"99 Beacon Rd, Port Melbourne, VIC 3207, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,1,False,4.88,4.88,-66.21979767798098,False,False,-67.69804854525674,False,4.0,editField,paste_editField,2.9624730538922157,False,3.0
57,2019-10-21 00:13:22.120,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3207,,,,,,,1,False,5.952,5.952,-64.55169921628939,False,False,-64.39653803844101,False,4.0,clickCheckbox,editField_clickCheckbox,4.13485,False,3.0
58,2019-10-21 00:13:28.072,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,1.0,,,,,1,False,0.001,0.001,-69.92992170174533,False,False,-69.7767535709576,False,4.0,editField,clickCheckbox_editField,0.0015249999999999999,False,3.0
59,2019-10-21 00:13:28.073,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,1,False,1.751,1.751,-67.56494484655133,False,False,-63.37727609202606,False,4.0,clickButton[submit],editField_clickButton[submit],1.6522857142857144,False,3.0
60,2019-10-21 00:13:29.824,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,1,True,3921.0000000000005,3.9210000000000003,3852.2694922329088,True,True,4005.8820381893393,False,4.0,clickLink,clickButton[submit]_clickLink,5.632739130434783,True,3.0
61,2019-10-21 00:13:33.745,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",2,False,6.221,6.221,-100.82894749349725,False,False,-102.30660947097506,False,4.0,copyCell,clickLink_copyCell,4.344911111111111,False,4.0
62,2019-10-21 00:13:39.966,vleno,Excel,copyCell,,Steven,StudentRecords.xlsx,Sheet1,A4,,,,,Steven,,,,,,,2,False,2.082,2.082,-104.02155897495521,False,False,-104.43922545699029,False,4.0,paste,copyCell_paste,2.0192824207492794,False,4.0
63,2019-10-21 00:13:42.048,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Steven,,,,,INPUT,text,SingleLine,,,,,,,,2,False,0.457,0.457,-104.69971076352174,False,False,-103.48802219223612,False,4.0,editField,paste_editField,2.9624730538922157,False,4.0
64,2019-10-21 00:13:42.505,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Steven,,,,,,,2,False,2.237,2.237,-101.9770218710293,False,False,-102.52035981177028,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,4.0
65,2019-10-21 00:13:44.742,vleno,Excel,copyCell,,Richards,StudentRecords.xlsx,Sheet1,B4,,,,,Richards,,,,,,,2,False,1.954,1.954,-101.35255156930506,False,False,-101.7153595256196,False,4.0,paste,copyCell_paste,2.0192824207492794,False,4.0
66,2019-10-21 00:13:46.696,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Richards,,,,,INPUT,text,SingleLine,Steven ,,,,,,,2,False,0.473,0.473,-101.95855044851963,False,False,-100.88395698358472,False,4.0,editField,paste_editField,2.9624730538922157,False,4.0
67,2019-10-21 00:13:47.169,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Steven Richards,,,,,,,2,False,2.445,2.445,-99.11545221828753,False,False,-99.91667293135974,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,4.0
68,2019-10-21 00:13:49.614,vleno,Excel,copyCell,,18/06/1986,StudentRecords.xlsx,Sheet1,C4,,,,,18/06/1986,,,,,,,2,False,1.587,1.587,-99.13619518512989,False,False,-99.21491983923525,False,4.0,paste,copyCell_paste,2.0192824207492794,False,4.0
69,2019-10-21 00:13:51.201,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,18/06/1986,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,2,False,3.56,3.56,-96.34951138794479,False,False,-98.33699788544487,False,4.0,editField,paste_editField,2.9624730538922157,False,4.0
70,2019-10-21 00:13:54.761,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,18-06-1986,,,,,,,2,False,2.9939999999999998,2.9939999999999998,-96.13336046522254,False,False,-97.46444274162762,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,4.0
71,2019-10-21 00:13:57.755,vleno,Excel,copyCell,,+61 035 376 0669,StudentRecords.xlsx,Sheet1,D4,,,,,+61 035 376 0669,,,,,,,2,False,2.045,2.045,-96.30982736486537,False,False,-96.86682976909907,False,4.0,paste,copyCell_paste,2.0192824207492794,False,4.0
72,2019-10-21 00:13:59.800,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 035 376 0669,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,2,False,5.273,5.273,-92.32885737226145,False,False,-95.90111926780364,False,4.0,editField,paste_editField,2.9624730538922157,False,4.0
73,2019-10-21 00:14:05.073,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,035-376-0669,,,,,,,2,False,3.082,3.082,-93.80596107866069,False,False,-95.1797299607939,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,4.0
74,2019-10-21 00:14:08.155,vleno,Excel,copyCell,,Australia,StudentRecords.xlsx,Sheet1,F4,,,,,Australia,,,,,,,2,False,1.6219999999999999,1.6219999999999999,-94.54723922157501,False,False,-94.70294143211433,False,4.0,paste,copyCell_paste,2.0192824207492794,False,4.0
75,2019-10-21 00:14:09.777,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Australia,,,,,INPUT,text,SingleLine1,,,,,,,,2,False,0.344,0.344,-95.1195475639224,False,False,-93.83091093166608,False,4.0,editField,paste_editField,2.9624730538922157,False,4.0
76,2019-10-21 00:14:10.121,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Australia,,,,,,,2,False,3.168,3.168,-91.5920966476433,False,False,-93.04324668580821,False,4.0,copyCell,editField_copyCell,2.436572390572391,False,4.0
77,2019-10-21 00:14:13.289,vleno,Excel,copyCell,,"396 Clarendon St, South Melbourne, VIC 3205, Australia",StudentRecords.xlsx,Sheet1,G4,,,,,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,,,2,False,6.9350000000000005,6.9350000000000005,-87.15484946427655,False,False,-92.41435773071697,True,4.0,paste,copyCell_paste,2.0192824207492794,False,4.0
78,2019-10-21 00:14:20.224,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,2,False,7.489,7.489,-85.98008952233698,False,False,-91.62186123518059,True,5.0,editField,paste_editField,2.9624730538922157,False,4.0
79,2019-10-21 00:14:27.713,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,396 Clarendon St,,,,,,,2,False,0.431,0.431,-92.43145359631265,False,False,-93.10359883650105,False,6.0,paste,editField_paste,0.959375,False,4.0
80,2019-10-21 00:14:28.144,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_City,,,,,,,,2,False,5.985,5.985,-86.23456264078487,False,False,-90.2210572799044,False,6.0,editField,paste_editField,2.9624730538922157,False,4.0
81,2019-10-21 00:14:34.129,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,South Melbourne,,,,,,,2,False,0.895,0.895,-90.73147787703095,False,False,-91.85283847647537,False,6.0,paste,editField_paste,0.959375,False,4.0
82,2019-10-21 00:14:35.024,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_Region,,,,,,,,2,False,5.905,5.905,-85.10655163069603,False,False,-88.88192341551319,False,6.0,editField,paste_editField,2.9624730538922157,False,4.0
83,2019-10-21 00:14:40.929,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,2,False,3.448,3.448,-86.993013259851,False,False,-90.36371998688432,False,6.0,paste,editField_paste,0.959375,False,4.0
84,2019-10-21 00:14:44.377,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,2,False,4.552,4.552,-85.31467236155746,False,False,-87.64609123129219,False,6.0,editField,paste_editField,2.9624730538922157,False,4.0
